VIX,COPP,3M_R,US_TRY,BIG_IX,SMALL_IX,SENTI,TEMP,RAIN,OIL,timestep
13.7140772465,79.4730158652,0.0576330666584,0.255296647798,104.659755698,105.402265246,77.4385341481,72.4620924696,0.318072670397,76.4694142401,23
13.3371147631,85.1042931014,0.0587723113534,0.257696935832,104.261774038,104.693389349,76.4548947958,66.7167468252,0.0888425973028,66.6627334011,24
13.6150106045,81.4421795005,0.0580752664678,0.259063614724,103.921884535,104.217657192,76.6221809615,74.1627746343,0.0,55.0721981574,25
13.6948340319,74.0825936623,0.058206867475,0.257261220772,103.50977354,103.81221693,76.1175487036,69.2500423885,0.0,65.6237032022,26
14.6524512298,87.6993400674,0.057776740575,0.2638020326,103.133720619,103.544879211,75.7136475444,71.2367148798,0.0,49.9239433168,27
14.4185199698,80.650361255,0.0572171457178,0.256191940168,102.644311236,103.188287181,77.4135336501,69.1438558199,0.483523421712,45.8216968727,28
15.8006906365,74.7924519168,0.0572695155658,0.262138419788,103.155650743,103.740701309,78.789059664,65.2174620323,0.26995983519,55.5256017848,29
15.1101395874,89.2393444449,0.058241621627,0.260495615574,103.740345197,104.376800693,79.5754616873,65.851786856,0.358196526209,68.3432554732,30
15.0704633883,83.4888402861,0.0580587163162,0.266482828212,104.26595051,104.784437926,81.9826030306,67.4775841305,0.466040632007,57.2155001502,31
14.6321534938,75.3568901592,0.0581193065404,0.259056989462,104.798660072,105.611622476,82.6547555007,69.3919716262,0.0,54.3558002863,32
14.2686578187,89.5182584447,0.0583561922319,0.268038808442,104.404071211,104.721493176,82.8823863216,70.9162419655,0.0,38.7278334953,33
13.6284299186,83.7557100117,0.0585804598342,0.274882523352,104.862862872,105.085406303,83.4200341803,72.4329031698,0.611747756066,45.0169163895,34
13.6010497014,76.9577289398,0.0583996829157,0.278663824372,104.532084534,104.961391665,82.5230546969,62.5562135613,0.466158941868,47.0521579647,35
14.4844306671,90.343783351,0.0588276443695,0.27987859913,105.039289768,105.387861213,82.3853535771,63.7916020821,0.788348390004,55.3880187317,36
14.5566041778,84.565032453,0.0586620614622,0.276154193033,104.630020349,105.012058899,80.6711283775,60.7038094807,0.656689005623,71.3778224598,37
14.9821269481,81.0511291369,0.0573433385656,0.279362277406,105.209534732,105.790756103,81.5340443449,55.6886986594,0.0378742704073,94.7701616179,38
15.5586251586,89.5724672006,0.0571430526585,0.276313915062,104.818301711,105.43376474,81.0320551658,60.8487743143,0.481954181249,69.5029231616,39
16.6286773365,83.108198595,0.0577211608755,0.271773288396,105.34633505,105.910228695,82.4190921723,74.7963635986,0.0,49.4078341588,40
15.5602915918,75.6204167545,0.0579595557771,0.273623713726,105.935132066,106.378783752,80.8384596675,70.6684028691,1.0,55.7841808575,41
15.642152673,85.7215107554,0.0578895700572,0.27155702279,106.368617618,107.036371638,81.4743222879,67.6239023264,0.0,41.0704178938,42
14.940932068,81.7400377684,0.0576949538336,0.272422222469,105.89709293,106.671455002,82.6073752305,60.6554357045,0.0,43.5404137961,43
15.5423715159,77.0854587091,0.0571007936086,0.271555680576,105.443019162,106.171068743,82.4148469695,70.7385079965,0.0,49.3308855252,44
15.327820799,87.4129826203,0.0560958893156,0.271683878575,105.951508849,106.815773494,82.0859459387,62.3832808181,0.666619158916,69.096841572,45
15.6828093228,83.7885804079,0.0560462977086,0.268544787958,106.48082918,107.423061843,84.0280326813,67.5018311657,0.0,56.0537350149,46
15.0976633138,77.0872535406,0.0564719380388,0.261063594663,105.943826957,107.086697287,81.9272737637,60.8445244743,0.177710633322,60.2041679495,47
14.8244918779,81.4602121121,0.0571122709745,0.256604944427,106.443520103,107.626276255,81.6429164237,66.1755162462,0.133096149224,83.9840187537,48
15.5784412986,75.4107943372,0.0578009331987,0.257129751573,107.019150124,108.190539299,80.7339256026,60.446186234,0.0,62.5780115239,49
15.7296295645,87.7612024404,0.0585528828325,0.254893018251,107.543351565,108.647459561,80.4836347922,61.3221795939,0.0,52.2155823872,50
15.6917676788,82.8656721733,0.0590314166164,0.251480678515,108.190838507,109.374711667,82.7701814091,57.5008239375,0.0,63.5067183811,51
14.5615147212,79.7089453352,0.0593887058279,0.254302533549,108.698262129,110.068237327,84.3478158024,59.180837843,0.46077237312,46.9108880814,52
14.897491546,91.5050742072,0.059185968898,0.251413972522,108.278782706,109.782245861,84.1075048192,48.8693640495,0.179093927002,71.4547371275,53
14.1466420798,86.2666153075,0.0592121393275,0.250209466078,108.893176156,110.606874753,85.4675277673,55.2845342156,0.485093689463,91.3055245947,54
13.3867518639,78.6928112754,0.0591421142465,0.258675033525,109.423282614,111.136343541,85.5837278455,61.9828750348,0.60399882601,73.6239544613,55
14.4749382233,85.7468726192,0.0595014997815,0.255663555169,109.970449698,111.485901313,85.5054869918,46.3691592075,0.0,104.954584173,56
14.916341701,81.1648824281,0.0597212333844,0.253282875348,109.546670118,111.090126566,83.3450305252,58.0805885199,0.342996740388,109.955638249,57
13.4773668166,75.6618092837,0.0593560158959,0.261346328793,110.117997214,111.563153704,84.1495348799,53.4890486543,0.795156382951,106.080866065,58
13.1125713616,87.7957442087,0.0588811660623,0.250731779174,109.664726189,110.939109405,84.3388647769,55.1364791648,0.0,74.2268435047,59
14.4696508677,84.7928688505,0.059019462727,0.249040001891,109.182694936,110.724458041,84.1066955351,55.1056205463,0.0,39.4977587763,60
14.1037678525,76.0728697325,0.0589987381049,0.250371933612,109.697291342,111.234296588,85.5194528782,52.7226051815,0.317816600603,53.5310323739,61
15.4494012565,85.1295402737,0.0587183242246,0.254431119494,109.290877305,110.791038486,85.4380739969,46.3009639648,0.459372630809,61.0067717501,62
14.4372867188,80.1147944944,0.0577826110093,0.256547865046,109.846569138,111.356620943,86.0666372469,43.8903223826,0.0,68.7296518058,63
13.9968718688,75.9825050399,0.0573816618601,0.251015629229,109.515086606,110.799472179,84.1930974269,51.1236212757,0.555102655689,98.7230228419,64
14.8836653518,81.2171189522,0.0566367040272,0.252861794174,109.101261184,110.738894401,83.083948992,43.3646370142,0.94497179973,74.9950005608,65
15.7329965517,74.7021466446,0.0571264365063,0.253578175352,108.687731612,110.234209383,82.2034274938,50.5416218024,0.349729898201,93.1516451231,66
14.2805466325,89.3512294954,0.0572583527838,0.252321203007,109.221137196,110.699246819,81.4096851069,47.8004170534,0.141619982962,115.296926366,67
15.3682055088,82.8489417155,0.0573832121894,0.252523083096,109.808135043,111.39032821,83.133750187,39.2552849639,1.0,61.9680865147,68
15.374788287,76.6628050148,0.0584851583801,0.25029046548,110.31613336,112.036928616,82.8434832506,49.4168001226,1.0,66.1466996586,69
14.6794955247,83.2076207533,0.0582882267645,0.246364728999,109.921546234,111.718959768,83.8827738675,38.7311581146,0.164347801247,66.1854006336,70
14.9922988744,79.0687639521,0.0585834163886,0.248977385463,109.531703881,111.337375889,82.7242862348,44.8485803343,0.0938018436741,70.2481367245,71
15.4480834755,75.0455488877,0.0591278550783,0.240314234272,109.116725821,110.942174147,82.9622429933,48.0668666849,0.393209891652,69.177649049,72
15.9161771093,84.2516343009,0.0596427034688,0.238377563146,108.635540548,110.308768411,82.1212765714,48.5896065271,1.0,48.3485733892,73
13.7659789512,80.7459432903,0.0607233650363,0.236793207978,108.130265177,109.711715372,82.1802343687,46.1435909848,0.125804613594,58.204164226,74
13.4349078263,75.0761496209,0.061204854055,0.231862057588,107.722308094,109.320395227,83.4558774347,41.2361459993,0.203421275505,42.6776473236,75
14.3495488074,86.3777637991,0.0605562501656,0.22624770345,107.29673046,108.879123964,81.4124568976,39.7033642722,0.0999047543415,50.2747300136,76
15.3318074167,80.2328791362,0.0609097850017,0.229819867193,106.905547589,108.375372278,80.7120954547,44.4706303471,0.105745831095,60.9672036952,77
13.9838484493,72.2482222325,0.0611045967672,0.226473474623,107.494130651,108.834282257,78.6031055334,33.9616680318,0.142818698233,54.9071338197,78
14.7355374931,82.3704736125,0.0611797606606,0.229850868834,108.017696624,109.386993056,82.3561976143,44.7245264356,0.453303320316,56.6642896469,79
22.3857885524,78.8347201293,0.061093914326,0.227208250367,108.502588762,110.060445061,81.7017793422,41.4058287567,0.391176573471,51.2012956779,80
21.3922384147,73.687324866,0.0605756363289,0.230978735108,109.074528,110.377941503,82.4760797077,47.1606979791,0.725091209857,53.9114011746,81
19.5557828694,81.6388997293,0.06102394464,0.23522513026,109.527953404,110.932343758,84.2193327336,40.9259721852,0.12561412989,46.2265948083,82
18.3178584651,79.1489644803,0.0610370855304,0.232043767125,110.102554039,111.384927918,83.5455214299,47.3658063748,0.546167677521,39.2428534608,83
17.4747768044,73.1613160621,0.0610394741296,0.225297561844,109.63021436,110.960369285,83.7248438862,45.198388432,0.782379367365,43.8332522207,84
15.9860063643,86.8659369993,0.0608287766826,0.2278796391,109.176701778,110.503546023,84.078478552,40.3916468622,0.408963321902,50.0214010351,85
17.2290050523,81.9056875766,0.0612099246068,0.217930290084,109.727180034,111.058171381,84.3852253727,47.4047149294,0.420521393663,71.4792302859,86
16.3251482225,73.5742226551,0.0610394795682,0.211541874835,109.314391083,110.631234743,83.698286067,30.1241878978,0.34310912206,68.3524758653,87
16.0620791662,81.0543379053,0.0606861206445,0.214336257798,109.775718511,111.11066614,84.0818629417,35.9637067132,0.520953479027,56.1261650872,88
14.7870962318,74.1423896234,0.0606232124042,0.214867474383,109.211587873,110.628613233,82.6217327137,28.3120199405,0.99011595862,60.5041428714,89
14.8911643225,86.3294675323,0.0601950957309,0.210558828061,109.783287913,111.09345723,82.4810745953,37.8307600022,0.351464983223,41.082610185,90
15.1913329813,80.7474665527,0.0605870716774,0.213396248347,109.340321507,110.748160283,80.6164934515,23.7847966825,0.532138615241,45.9942637688,91
23.9249434307,74.4351603451,0.060407016762,0.20452360861,108.793877473,110.411413263,80.928748866,41.128954331,0.708208934392,31.2927304076,92
22.6975485221,87.1997177647,0.059892160822,0.210032989185,109.288248519,111.018558278,82.1803375835,27.742502915,0.0,40.8761547188,93
21.2786337415,82.9806937413,0.0596008214934,0.20806627671,109.801243517,111.395869656,82.8632583256,29.2414289315,0.409338939014,38.6447535276,94
18.6735557872,75.923924598,0.06019569427,0.206203393577,109.335100926,110.934630384,82.9567147784,31.6406127374,1.0,50.2997594087,95
16.895191693,81.9147789617,0.0607060013026,0.204778527816,108.804674319,110.423959246,81.846939792,32.2997151864,1.0,53.8174384915,96
15.6913863085,76.147782984,0.0607711327067,0.205114623631,109.37993489,111.031509894,82.0795538356,30.3697174076,0.229036186711,48.7745106351,97
13.9294497167,85.9512388028,0.0605532758725,0.200913615849,108.889488693,110.570275661,80.9165762039,22.4024501178,1.0,64.2727166648,98
13.7309243667,81.3552606869,0.0609138949843,0.200515946355,109.415051733,111.101697831,80.7210468404,21.4585392181,0.588776833525,54.7903782205,99
12.7316189665,73.5333366901,0.0615065811861,0.200892322068,108.911084213,110.805909053,79.682756866,32.9881405114,0.448061645268,43.5729592548,100
13.861021578,81.9789055712,0.0620888152621,0.201808749249,109.444619106,111.022323865,81.5717350865,27.4640154192,0.975659886107,42.5638239378,101
15.3195813749,77.1896096466,0.0626909912446,0.193045932536,110.005327454,111.523787706,82.349576453,29.5774294292,0.579674616357,45.4762305866,102
13.9343670787,71.4746609767,0.0622343474076,0.202462261042,110.620841761,112.04272626,82.5218338005,28.2163586612,0.288295436249,47.6204241113,103
14.2132312762,88.6147390874,0.0613375210119,0.209055800415,111.150508649,112.524844291,81.3618086117,26.4647095015,1.0,59.5392426584,104
14.3506594095,83.8668508642,0.0608680391702,0.202613634768,111.687698179,113.165076203,82.3578286857,30.2668197496,0.0,52.0823503624,105
14.2697418796,76.8173147457,0.060758503701,0.201261219657,111.245151159,112.739879223,80.9431266593,27.9125974769,0.514069528241,55.2667835661,106
14.3577289391,87.6316532167,0.0603641806171,0.205103171705,110.831504577,112.353357352,80.1412732321,15.1265994809,0.724108771259,61.7738431027,107
14.891721798,81.4807765027,0.0599930807545,0.213819828381,110.361377306,111.877256332,80.7356751049,29.2964152908,0.283739245119,44.4184882622,108
16.8653549014,75.843558658,0.0596179853795,0.210264403485,109.864646168,111.560369955,82.2297428107,31.1551872221,0.213107111091,47.8839036111,109
15.4619996954,84.5372949883,0.0594908017516,0.213373769072,109.438701833,111.306551159,81.8505298884,20.6410439792,1.0,55.6659861084,110
14.9402545084,78.4545805765,0.0600535168079,0.218071206866,108.955869893,110.85707727,82.1427162852,27.2884833525,0.670979901246,72.4958733177,111
15.3775878983,72.9427952796,0.0600648906051,0.223816888589,109.48480089,111.206432936,83.5132411568,28.2816090483,1.0,87.6989802109,112
15.4603692,84.999683665,0.0607060321806,0.228291493603,108.927036283,110.551120783,83.1902502274,23.3037257691,0.480152577025,86.5131604504,113
13.9488768332,80.3016918279,0.0603868085754,0.228351768471,109.398362031,111.344999358,83.2782982393,23.2152607904,0.284963539362,82.207713465,114
13.7967152553,72.4493648498,0.0606039991281,0.239110916966,109.981336353,111.739923076,83.4837787913,26.2743747307,0.0329191801166,61.6040846313,115
13.5608632184,87.4605111379,0.0608670861669,0.236634360914,109.498553782,111.553321372,81.6633394161,18.4053210456,0.559823804909,70.3025421846,116
12.5692345988,81.5219959851,0.0612802218261,0.240204610777,109.099323788,110.946311565,79.5332079551,26.7557989795,0.337145461221,72.060704312,117
12.9124800311,75.1899427794,0.0616099537595,0.236987467872,108.622780142,110.224916659,79.0256915895,14.4672488184,0.745939407293,65.525190659,118
14.18461228,86.0140104648,0.0610612384988,0.238642411831,109.180057905,110.905951459,80.2097300357,28.7540741147,0.370599722447,58.9271559399,119
13.0888426169,80.4387586049,0.0609298702381,0.236811065432,109.742927728,111.258612035,79.4748956972,26.4654700708,0.879188603352,76.5458295379,120
12.8933675526,74.6955164188,0.0623486634845,0.232608508141,110.269662946,111.800324904,80.6020954092,24.7925131717,0.691017205699,39.3061817627,121
13.4046757104,78.3749742443,0.0629220021791,0.241766884875,110.741340521,112.352124956,80.9492415726,36.4085278403,0.59219794977,47.030720718,122
13.9021489383,74.8374871747,0.0618106338763,0.238360789734,111.347193603,113.082295933,81.4802486422,28.7420983103,0.245068824683,40.2728030478,123
14.6952225561,83.2982469194,0.0610545840466,0.236487009207,110.798506576,112.78064332,80.5164407453,27.5201088093,0.154780891605,54.2198700666,124
14.0289721333,79.471988633,0.0612844628546,0.235805724861,111.306235154,113.32325474,80.8251819659,26.2084910931,0.843972062778,60.5241999681,125
15.0914458777,73.3430812106,0.0615057498935,0.23757662729,110.875362027,113.035475619,80.5692448979,23.2082139142,0.584103037755,52.6794696063,126
16.7270530221,87.3096405808,0.0608792560155,0.237179832833,110.442120964,112.514304923,79.2839907526,31.807752747,0.106266158528,48.1611919952,127
14.9348461987,81.6507739692,0.0604608781538,0.238693879992,98.6958271501,104.461311048,58.5688836365,19.4540263784,0.537469782325,56.4963760602,128
14.1748471656,76.5877377888,0.0597140903041,0.242481332556,98.2136948663,104.074020257,59.2769071081,27.8603894326,0.262965456256,54.9794505456,129
14.9890223661,87.5245576097,0.0604005664689,0.243006312434,97.7984939542,103.626859195,59.6960912053,32.9782676109,0.297270044679,53.3913226918,130
14.8897401341,83.5468554723,0.0610133917269,0.245644867204,98.3164336397,104.044590438,60.5345658873,22.2527991634,0.415071580658,76.0310613784,131
14.2226771759,79.3078913018,0.0614172973317,0.241248868022,97.8573672022,103.669891777,59.1241243414,18.1735592408,0.639502404842,60.637505434,132
15.631031709,92.9430338303,0.0609115377722,0.243261213103,98.3964807433,104.270149533,59.932752688,15.9439266365,0.283439610637,70.7005010399,133
15.1806185867,87.5330602071,0.0616204163646,0.246204049663,97.946641807,103.663684481,60.5335517536,21.8213249577,0.444857086412,49.2312207149,134
13.785358542,81.9518447604,0.0619424827789,0.238771783871,97.5030158692,103.310620202,59.702545712,25.9045228001,1.0,60.5700522706,135
13.6500171443,86.6801350959,0.0623811704204,0.242897925781,97.0634695665,102.99753165,59.9246880964,39.0695941693,0.0,65.3393626269,136
13.9906796593,79.4138229584,0.0617749250652,0.239075121517,96.5477098836,102.603596388,60.74366011,26.4689214928,0.430352046206,62.675593846,137
15.9259064237,86.2583427208,0.0619413232075,0.232312998636,96.1156587959,102.203070523,59.8550158915,20.8802049341,0.371625745984,70.9034640767,138
15.0219071151,82.4205508276,0.0610698300931,0.220798272585,95.625864194,101.765283949,60.2416929296,29.5308376722,0.0,76.3885730612,139
14.5783076238,77.6290638045,0.0607595505981,0.225294741782,95.1203376439,101.19005617,59.0872670807,37.5072289905,0.220295527105,70.335467581,140
14.1387712366,90.1832792999,0.0603111521598,0.220983630759,94.677182851,100.981381329,59.5258460957,25.2604111562,1.0,78.536552983,141
14.2980857235,82.6528176655,0.0602622261378,0.224263649133,95.1248226732,101.458882579,60.0000362505,30.1110085091,0.00392173399699,89.4068674561,142
14.6842301054,76.770801522,0.060871940045,0.223381659476,95.539331283,101.793069228,60.499463463,20.5547297975,0.416134807852,65.9237404935,143
14.8178152351,86.9172072677,0.0611528351057,0.21461311735,96.1183875604,102.744924308,62.4036432773,27.4559845205,0.612685176723,85.2233551868,144
14.4894318502,80.2709680006,0.0616324962871,0.217718912691,95.6929097772,102.32262982,62.2346211718,20.4297277526,0.928251330877,92.5864607783,145
14.7338932101,74.6189418683,0.0616546113821,0.21808649337,96.2652249283,102.682192984,62.8618114901,20.9203017441,0.17884476943,85.5734522756,146
13.4070149025,83.2786536858,0.0606727153088,0.21085507753,95.8268155212,102.217538303,62.2877228494,16.303938931,0.878377549427,85.8675370419,147
13.7404633716,79.5706510932,0.0603382334603,0.205730647772,96.3037182467,102.944466702,63.499125201,25.7335372019,0.452722914227,87.4070723311,148
14.7194701922,72.32769385,0.0609204832668,0.204309478123,96.7775728411,103.658274663,61.9801138656,29.6654620417,0.291279253951,109.156082563,149
14.4223129034,81.8275297599,0.0614674282403,0.212360330465,96.3501614912,103.11748524,63.9273746671,31.2638259423,0.706293335498,89.9765453737,150
14.5806972331,78.1128198728,0.0616128855239,0.215856566064,95.8971954222,102.537635624,65.4446434554,34.8504565797,0.131859982865,92.5940444958,151
13.6651459294,71.6267571157,0.0613662022058,0.218658080331,96.4027095156,102.909760381,64.8526401679,35.5576897706,0.548712997914,66.7776542432,152
14.2801747717,79.5352176405,0.0605759739152,0.217179041943,96.9260046503,103.51205696,64.8723575153,31.6221090335,0.916671899043,61.4393767444,153
13.918207323,76.1938793756,0.0602552229741,0.215596303275,96.3981671827,103.199951897,65.3438815141,36.0804600835,0.269379728052,73.209374686,154
14.1936383157,70.3810634864,0.0611791262352,0.223485737604,95.9094412957,102.739887208,64.1886846097,35.9607024773,0.353196432101,63.8413903228,155
15.4759691893,84.0257581538,0.0615190804223,0.227866631214,95.513709184,102.216744843,63.4667405788,38.0728340913,0.492734842743,35.0532286702,156
13.8097840245,77.597239044,0.0610421652188,0.223110168733,96.1197907264,102.833184499,63.6766623687,32.4439751454,0.466733289911,46.9631025842,157
13.9802118064,72.4544933641,0.0602490385193,0.230919549317,96.5849337402,103.347639213,62.1315005069,30.4783382165,0.312608303542,48.3673545855,158
15.1101776478,85.0563953265,0.0599643589968,0.226451196016,96.0727937172,102.729871586,60.7374346025,33.9029598263,0.0,57.6568594002,159
14.0711397297,79.6680805513,0.0604394359367,0.225006648512,96.722653352,103.117356422,62.6523591553,44.4776548049,0.090562918853,43.3472166468,160
14.1842555882,72.3443602424,0.0601180933266,0.22489947885,97.3442281001,103.621856313,62.5840810565,32.3560754724,0.652150015737,38.2337205802,161
14.3739158448,85.329043025,0.0600910806651,0.228510678023,97.9608242849,104.276543875,62.9763391509,28.3723681876,0.433718575299,39.477329311,162
14.9541131602,79.3675230951,0.0597894757509,0.228166840673,97.495290415,103.783673474,62.9363826972,34.2845867874,0.305077440441,57.0394961488,163
14.7867266974,74.4964053491,0.0606332385395,0.233779464676,97.9789748239,104.452516425,62.689661547,41.2566905,0.216532104123,67.1764833721,164
15.3279337173,89.0724923656,0.0604442020054,0.228466160678,98.549270535,105.160315823,64.3524885454,34.0082980915,0.708667158036,93.1104074949,165
14.715561851,82.5257085834,0.0611742844083,0.23188330694,99.0864939798,105.916905748,65.0375275596,35.4448855805,0.923047954917,93.6813169246,166
13.6055827507,76.1153275343,0.0612539657107,0.233583170218,99.6939170089,106.404246744,64.6017956004,48.0732335328,0.586397524201,81.2100819897,167
13.8908960647,85.4949221836,0.0612023773059,0.232377414057,100.289373063,107.127951502,65.6746047421,34.219667032,0.944337053852,109.337368584,168
13.3900600521,80.3245989959,0.0610250651395,0.225595745067,99.8220217049,106.55072147,63.4960276674,30.5711006305,0.0,85.8058942405,169
14.41313682,76.1710573085,0.0604368936276,0.226787939292,99.3336069285,106.021939213,63.3020123446,48.6753947808,0.84306603878,89.330819601,170
14.8879850492,86.3601198514,0.0615017686661,0.22716492326,99.9340825455,106.457657505,63.109715242,36.0226837347,0.209729954797,91.9279227864,171
16.8956011423,80.7127629169,0.0618599994864,0.226767332552,100.467631025,107.087712562,65.467378675,28.0838153354,0.00470406088223,117.355349648,172
15.4670761883,75.023400549,0.0621676169435,0.224663405036,101.099138647,107.681978971,64.4069280157,42.7642606087,0.783728555306,143.997541375,173
15.9059031426,84.559291636,0.0626442509427,0.22380517894,100.664910464,107.404077082,63.1811781229,36.5123516903,0.643499148604,135.138378574,174
15.6131072939,78.6381719644,0.0625486732741,0.227744673531,101.270859229,107.784776499,64.9917983289,45.6687267395,0.108587839364,89.8931107528,175
15.6763399912,71.3952246827,0.062338366298,0.223037210024,101.897880086,108.359519758,65.8315767511,35.4780396282,0.0,63.7731552764,176
14.7333583042,80.459585561,0.0616732597455,0.230331520635,101.500587241,107.783106594,65.021603596,49.4172623085,0.208172705165,46.0183380285,177
15.3081483205,77.1757231037,0.0610804193821,0.232800511003,100.923598415,107.298973403,65.7829176663,39.9249817695,1.0,53.3997923563,178
15.6265350102,70.4116749164,0.0608096908648,0.231738439399,100.404747773,106.664918954,65.0776942015,44.2981468072,0.501922300917,58.5086647651,179
14.8564688516,81.7997343319,0.0609727641879,0.223813356056,100.994559229,107.152561178,65.801977575,34.158705925,0.773067895088,56.3928937188,180
14.6494948888,75.7855256089,0.060898710884,0.232503507797,101.617740106,107.669514115,64.8723762026,49.0953394222,0.175406250561,76.682098423,181
16.1523686382,68.8952813024,0.05975582121,0.229499525361,102.106981466,107.958429008,65.1629504084,42.0146579933,0.358494243857,78.2886244036,182
14.3514042134,76.8808708069,0.0601163586312,0.227807884958,101.631044902,107.130359112,66.0860697258,47.8910376086,0.0,59.3182277645,183
23.0075961336,72.328966347,0.0603123529708,0.222796791621,101.187093751,106.688667497,64.5262167087,45.3735396546,0.293076130852,64.1592078359,184
21.8660150568,67.5036137152,0.059642008332,0.213936083246,101.776868795,107.466861195,64.8358677067,39.4272340609,0.815540931721,68.3404492519,185
20.0017204071,78.3108467768,0.0590890691465,0.206710088658,101.354497337,106.833081059,64.1557381183,44.2793493236,0.252029666976,52.2119257383,186
17.8522961014,74.7157484809,0.0602774160701,0.205767928145,100.848033764,106.504780303,62.9931244494,48.5665963347,0.386192217726,49.2853377299,187
16.424585605,70.4219297602,0.0605807309765,0.207919981078,100.387974325,106.07461272,60.2003569767,44.1945583685,0.768188565016,43.2698179586,188
15.3144131758,84.116176579,0.0609891016476,0.214151857972,101.00381515,106.67358221,59.515994077,43.7199108156,1.0,50.3999819149,189
14.50127862,77.4432024925,0.0601605899254,0.211831623972,100.608401433,106.141902397,59.6213359228,52.5797336393,1.0,44.1169878202,190
15.4014451849,71.4802155357,0.0610792703781,0.211925852491,101.229522766,107.000845787,60.5034129313,59.0394703019,0.0,51.6194963584,191
16.3936894545,83.8682346709,0.0609401255249,0.218461700144,101.748469979,107.545469234,60.9536009479,51.2292296961,0.387136394923,68.6129637872,192
14.800021434,77.3532808526,0.0614110367333,0.21677626719,101.295972064,106.923006402,59.7231519595,55.3183808524,0.150976586745,60.5189860618,193
14.8698017788,70.3735329646,0.0621156572506,0.221299653273,101.905385506,107.656293161,60.123851067,46.240117137,0.0614451792938,57.6565524911,194
15.6589243015,80.6079986737,0.0623065078608,0.218904846039,102.433641093,108.430322824,60.8611147656,55.2366437937,0.0,41.0578685543,195
14.9229622144,74.7823278515,0.0622985703955,0.227850871972,102.030936581,108.033728748,61.479135304,59.1071173034,0.0978512197755,49.9509687264,196
14.1612263744,68.0395687159,0.0616730732836,0.231827716694,102.60419317,108.357402446,61.783967579,51.1476951267,0.0507571996604,60.8051989268,197
14.8200020569,80.0958078209,0.0616634577408,0.235046437096,103.224561815,108.990487391,62.6536266232,55.7348727053,0.430071868941,75.5258132823,198
